supplier_country,supplier_region,political_stability_index,infrastructure_score,natural_disaster_frequency,corruption_index,conflict_score,sanctions_exposure,export_restriction_risk,diplomatic_relations_score,distance_km,is_landlocked,supplier_tenure_years,contract_type,communication_responsiveness_hours,num_alternative_suppliers,supplier_tier,quality_incidents,audit_score,iso_certified,regulatory_violations,financial_stability_index,debt_to_equity,payment_delay_days,dependency_ratio,revenue_trend_yoy,num_employees,on_time_delivery_rate,avg_lead_time_days,lead_time_variability,order_fulfillment_rate,capacity_utilization,past_disruptions_lagged,avg_recovery_time_lagged,inventory_buffer_days,num_active_contracts,transport_mode,labor_strike_history,archetype,risk_level
Greece,Western Europe,0.24,67.5,3.8,50.0,0.0,0,0,81.4,1128,0,4,spot,46.4,2,Tier 2,0,70.6,1,1,69.9,0.78,4.9,10.5,-2.3,251,89.1,1,1.0,86.2,76.9,0,7.2,31,8,air,1,1,1
"Hong Kong SAR, China",East Asia,0.67,75.0,0.8,76.0,0.0,0,0,76.3,833,0,8,long-term,1.1,3,Tier 1,1,72.3,1,0,46.8,1.2,-4.3,24.2,9.0,682,90.6,12,5.8,100.0,69.8,0,10.3,26,8,air,0,1,0
Hungary,Eastern Europe,0.73,52.5,0.8,40.0,0.0,0,0,42.5,1613,0,7,long-term,1.0,4,Tier 1,1,70.0,0,0,67.7,0.25,0.6,31.0,4.5,686,90.9,9,3.2,90.6,68.0,0,16.1,23,8,sea,1,1,1
China,East Asia,-0.51,75.0,30.2,43.0,0.0,0,0,57.6,3222,0,6,long-term,14.6,1,Tier 1,0,76.8,1,0,68.4,0.71,6.4,12.0,16.7,1227,87.1,21,3.3,90.8,70.4,0,2.3,26,2,land,0,1,0
Ireland,Western Europe,0.9,62.5,0.8,76.0,0.0,0,0,70.5,3478,0,8,spot,1.0,4,Tier 2,0,72.7,1,0,60.9,0.79,2.5,30.1,3.7,598,91.5,13,2.0,100.0,68.1,0,4.7,24,13,air,0,1,0
Luxembourg,Western Europe,1.05,65.0,0.3,78.0,0.0,0,0,38.2,2771,0,9,long-term,31.0,3,Tier 1,0,84.2,1,0,65.6,0.28,5.1,18.6,7.3,1137,93.1,13,0.0,99.9,80.7,0,4.2,30,1,land,0,1,0
China,East Asia,-0.51,75.0,30.2,43.0,0.0,0,0,86.1,2483,0,4,spot,1.0,3,Tier 2,1,77.9,0,0,60.0,0.35,-0.7,24.9,1.1,898,86.7,6,1.4,100.0,77.2,2,7.9,20,10,land,0,1,1
Romania,Eastern Europe,0.37,47.5,1.6,45.0,0.0,0,0,48.9,2673,1,2,spot,1.0,4,Tier 1,0,73.5,0,1,73.2,0.77,-2.7,29.2,19.9,939,87.3,23,0.8,96.6,73.7,0,5.9,30,10,air,0,1,1
Taiwan,East Asia,0.65,70.0,2.8,68.0,0.0,0,0,64.8,2089,0,13,spot,47.3,3,Tier 3,0,79.5,1,0,66.9,0.59,6.5,55.0,7.9,1336,87.6,8,1.6,95.1,70.2,0,0.0,37,8,sea,0,1,0
Finland,Western Europe,0.71,80.0,0.2,88.0,0.0,0,0,70.6,1757,0,6,long-term,37.3,5,Tier 1,2,79.3,1,0,84.1,0.76,-2.6,12.7,4.5,477,94.5,20,2.7,92.6,73.2,1,5.4,20,10,land,0,1,0
Poland,Eastern Europe,0.56,62.5,1.9,53.0,0.0,0,0,68.6,2768,0,8,long-term,21.9,3,Tier 1,2,73.0,1,0,80.2,0.46,3.3,31.7,-1.4,613,97.6,19,1.6,96.6,79.1,1,9.0,24,8,sea,0,1,0
Taiwan,East Asia,0.65,70.0,2.8,68.0,0.0,0,0,72.0,1906,0,9,long-term,4.6,3,Tier 1,1,84.9,1,1,82.4,0.03,4.9,28.0,10.1,477,86.8,8,1.1,97.1,66.9,0,1.9,33,3,air,0,1,0
Finland,Western Europe,0.71,80.0,0.2,88.0,0.0,0,0,89.4,810,0,10,long-term,26.8,2,Tier 2,0,68.4,1,0,88.8,0.52,3.9,26.1,15.8,103,89.5,16,1.7,86.5,75.1,0,0.0,27,12,air,0,1,0
Greece,Western Europe,0.24,67.5,3.8,50.0,0.0,0,0,72.7,3578,0,7,long-term,1.0,1,Tier 1,1,66.9,1,1,77.2,0.15,0.1,18.7,-7.4,557,90.7,7,1.6,91.8,73.2,0,0.0,25,1,land,0,1,0
Romania,Eastern Europe,0.37,47.5,1.6,45.0,0.0,0,0,83.7,100,0,4,long-term,24.4,3,Tier 3,1,69.9,1,2,64.4,0.77,-5.0,23.5,9.8,583,88.7,6,3.5,95.7,79.0,0,0.0,24,7,land,1,1,1
Belarus,Eastern Europe,-0.73,42.5,0.4,31.0,0.0,0,0,79.4,3239,0,9,spot,8.8,3,Tier 2,2,82.0,1,0,65.1,1.08,0.6,21.5,15.5,667,90.8,14,5.9,100.0,81.7,0,19.3,28,6,land,1,1,1
China,East Asia,-0.51,75.0,30.2,43.0,0.0,0,0,66.1,2885,0,11,long-term,1.0,1,Tier 3,1,81.8,0,0,77.1,0.44,6.9,22.7,6.5,977,86.4,16,2.5,91.3,70.0,0,0.0,33,6,sea,0,1,1
China,East Asia,-0.51,75.0,30.2,43.0,0.0,0,0,72.6,1628,0,3,spot,18.3,4,Tier 1,0,82.2,1,0,86.9,0.83,-2.0,26.1,-2.9,143,95.9,12,2.8,98.8,76.0,1,8.7,35,9,air,0,1,1
China,East Asia,-0.51,75.0,30.2,43.0,0.0,0,0,68.6,2837,0,6,long-term,23.5,5,Tier 2,2,81.9,1,0,67.9,0.48,8.0,39.8,14.0,890,96.7,10,3.5,96.7,77.2,0,0.0,28,13,land,1,1,1
Mongolia,East Asia,0.59,32.5,1.6,31.0,0.0,0,0,71.7,3783,1,8,long-term,14.8,3,Tier 1,0,83.4,0,2,53.8,0.31,4.1,20.8,22.9,855,90.6,9,1.3,93.2,74.7,1,2.7,33,9,land,0,1,1
Sweden,Western Europe,0.76,80.0,0.5,80.0,0.0,0,0,59.7,2578,1,10,long-term,1.0,2,Tier 1,1,88.0,0,0,76.8,0.61,18.5,25.6,5.5,317,90.6,14,0.2,90.5,76.0,2,2.4,29,7,land,0,1,0
Germany,Western Europe,0.59,82.5,2.3,77.0,0.0,0,0,71.6,2226,1,7,long-term,17.1,2,Tier 1,0,73.4,1,1,71.6,0.76,9.5,35.2,2.1,1052,95.9,5,3.4,90.7,80.0,0,3.3,21,12,land,0,1,0
Belgium,Western Europe,0.4,77.5,1.7,69.0,0.0,0,0,65.3,3160,0,5,long-term,15.7,2,Tier 2,1,69.7,1,0,71.5,0.5,0.7,34.5,5.8,5,100.0,15,1.9,89.4,72.9,0,11.3,24,14,air,1,1,1
Estonia,Eastern Europe,0.66,62.5,0.3,76.0,0.0,0,0,60.2,2644,0,5,spot,52.5,3,Tier 1,0,72.7,1,2,86.6,0.75,8.5,24.5,11.9,1018,96.0,13,1.0,86.0,73.8,1,12.7,30,7,land,0,1,0
Lithuania,Eastern Europe,0.74,62.5,0.3,65.0,0.0,0,0,89.8,1896,0,10,spot,12.8,4,Tier 1,3,82.2,1,0,82.5,0.32,9.3,27.1,11.9,1040,93.2,15,2.6,82.9,74.7,0,0.0,36,11,land,0,1,0
Denmark,Western Europe,0.85,77.5,0.4,89.0,0.0,0,0,67.7,2835,0,9,spot,19.9,3,Tier 3,2,69.2,1,0,86.5,1.34,-4.2,15.2,0.7,1176,88.0,3,3.8,96.0,87.5,1,8.0,24,13,sea,0,1,1
Romania,Eastern Europe,0.37,47.5,1.6,45.0,0.0,1,0,64.5,1823,0,4,long-term,11.5,1,Tier 2,1,71.6,0,4,65.6,0.0,1.1,35.3,5.3,659,93.6,16,0.0,92.9,72.8,0,5.4,27,8,land,0,1,4
"Macao SAR, China",East Asia,1.07,75.0,0.2,68.0,0.0,0,0,85.1,2543,0,9,spot,9.0,2,Tier 2,2,94.8,0,0,81.6,0.13,-2.4,34.5,3.5,944,89.1,5,0.0,95.4,77.1,1,9.9,28,1,land,0,1,0
Japan,East Asia,0.95,80.0,7.4,71.0,0.0,0,0,75.2,2859,0,6,long-term,18.5,4,Tier 1,2,77.7,1,0,69.1,1.44,3.6,30.3,10.9,749,97.0,20,1.1,85.8,78.1,0,6.6,28,3,air,0,1,0
Belarus,Eastern Europe,-0.73,42.5,0.4,31.0,0.0,0,0,74.5,1912,0,7,long-term,6.0,3,Tier 1,1,70.0,1,1,63.0,0.91,-2.2,52.5,10.7,642,87.1,11,1.5,100.0,66.6,0,5.7,21,7,air,0,1,0
Japan,East Asia,0.95,80.0,7.4,71.0,0.0,0,0,75.2,2329,0,6,long-term,21.7,3,Tier 2,1,61.7,1,0,64.8,0.72,-1.1,20.5,7.2,209,95.2,13,3.0,92.1,78.0,1,6.2,20,5,land,2,1,0
Austria,Western Europe,0.73,72.5,1.0,69.0,0.0,0,0,88.9,2515,1,7,spot,1.0,2,Tier 2,2,71.9,1,0,68.7,0.48,-4.1,30.2,11.4,961,87.0,4,1.6,100.0,77.9,1,8.5,27,11,land,0,1,0
Slovenia,Eastern Europe,0.82,65.0,0.6,58.0,0.0,0,0,61.4,1837,0,4,long-term,10.3,4,Tier 3,1,77.2,1,1,65.1,0.78,1.2,35.0,5.1,1347,98.1,4,2.3,96.7,71.3,0,11.1,25,12,land,0,1,0
Netherlands,Western Europe,0.66,80.0,1.1,78.0,0.0,0,0,83.1,2383,0,9,long-term,1.0,4,Tier 2,1,84.0,1,0,70.3,0.49,-3.0,21.5,1.9,529,91.9,18,1.9,98.5,67.7,0,5.8,36,13,land,0,1,0
Estonia,Eastern Europe,0.66,62.5,0.3,76.0,0.0,0,0,57.0,2561,0,3,long-term,39.8,1,Tier 1,2,66.6,1,0,64.6,0.22,2.3,18.3,-0.1,508,93.3,13,3.0,88.4,73.9,2,13.5,33,13,land,0,1,1
Lithuania,Eastern Europe,0.74,62.5,0.3,65.0,0.0,0,0,90.5,3397,0,7,long-term,35.5,2,Tier 3,1,62.4,1,0,67.3,0.27,-0.3,41.7,4.5,992,98.0,12,1.7,91.0,76.1,0,12.5,23,5,land,0,1,0
Italy,Western Europe,0.58,70.0,6.5,53.0,0.0,0,0,46.5,3167,0,7,long-term,6.2,3,Tier 3,0,69.4,1,0,66.3,0.84,1.2,34.4,3.2,879,86.5,8,3.1,90.4,67.0,1,13.7,15,13,land,0,1,1
Taiwan,East Asia,0.65,70.0,2.8,68.0,0.0,0,0,51.2,4569,1,6,spot,3.9,4,Tier 1,0,72.8,1,0,75.0,1.21,5.5,22.7,12.9,1049,92.3,19,5.3,90.3,68.6,1,2.1,18,13,sea,0,1,0
Poland,Eastern Europe,0.56,62.5,1.9,53.0,0.0,0,0,72.6,2199,0,8,long-term,9.7,2,Tier 3,1,91.0,1,0,67.0,0.82,0.5,37.3,-4.2,892,81.5,7,2.8,82.9,75.0,0,0.0,31,4,air,0,1,0
Mongolia,East Asia,0.59,32.5,1.6,31.0,0.0,0,0,70.4,2197,0,5,long-term,1.0,1,Tier 2,0,74.9,1,0,55.5,0.2,3.3,30.6,2.0,672,86.7,14,0.0,93.8,75.4,0,16.7,36,7,land,1,1,1
Ireland,Western Europe,0.9,62.5,0.8,76.0,0.0,0,0,72.6,2367,0,7,long-term,17.2,3,Tier 3,0,64.8,0,0,48.8,0.29,3.7,42.1,11.0,1150,92.0,11,3.3,88.5,68.1,0,0.0,28,14,sea,0,1,1
Taiwan,East Asia,0.65,70.0,2.8,68.0,0.0,0,0,57.5,3045,0,7,long-term,20.6,4,Tier 3,2,66.0,1,1,67.2,0.73,15.6,31.7,-4.2,537,81.3,10,0.0,88.6,64.9,1,6.9,25,2,sea,0,1,1
Czechia,Eastern Europe,0.97,50.0,1.2,59.0,0.0,0,0,60.7,2593,0,4,spot,11.7,2,Tier 2,1,65.3,1,0,62.6,0.3,7.1,28.8,15.2,808,97.4,8,0.9,100.0,70.3,1,0.3,25,10,air,0,1,0
Romania,Eastern Europe,0.37,47.5,1.6,45.0,0.0,0,0,62.3,719,0,9,long-term,4.1,3,Tier 2,1,75.1,1,1,65.5,0.53,1.6,33.3,8.4,1328,83.3,23,1.7,92.5,79.2,1,9.3,26,14,land,0,1,1
Switzerland,Western Europe,1.07,85.0,1.4,80.0,0.0,0,1,58.3,2687,0,6,spot,12.3,5,Tier 3,0,72.5,1,0,51.2,0.7,2.0,35.9,10.8,807,91.0,14,0.8,92.6,74.1,0,4.6,20,16,air,0,1,3
Lithuania,Eastern Europe,0.74,62.5,0.3,65.0,0.0,0,1,81.1,3522,0,3,long-term,38.4,4,Tier 1,3,58.0,1,0,67.7,1.64,7.4,25.0,5.8,397,92.8,10,3.1,86.3,72.0,1,0.0,21,10,land,0,1,3
"Macao SAR, China",East Asia,1.07,75.0,0.2,68.0,0.0,0,0,79.1,1920,0,5,long-term,22.8,2,Tier 1,1,70.6,1,1,68.9,0.55,3.7,22.4,1.0,884,88.1,18,3.2,93.8,79.8,0,2.3,30,11,sea,0,1,0
Norway,Western Europe,0.89,72.5,0.5,81.0,0.0,0,0,47.0,1227,0,9,long-term,43.0,2,Tier 2,1,88.3,1,0,85.8,0.63,-3.6,23.0,9.8,907,90.0,16,0.0,93.5,79.2,0,0.8,16,2,sea,1,1,0
Latvia,Eastern Europe,0.59,57.5,0.5,60.0,0.0,0,1,62.8,4132,1,5,spot,29.9,4,Tier 3,1,86.3,1,0,68.8,0.65,1.7,34.8,4.9,598,94.3,13,0.5,93.2,82.4,0,8.8,21,13,sea,0,1,3
"Macao SAR, China",East Asia,1.07,75.0,0.2,68.0,0.0,0,0,76.5,1449,1,5,long-term,22.1,4,Tier 1,1,81.4,1,1,75.6,0.01,-1.2,40.7,9.5,787,95.7,18,3.1,91.9,68.7,0,1.7,31,10,air,0,1,0
Czechia,Eastern Europe,0.97,50.0,1.2,59.0,0.0,0,0,52.7,3498,0,7,long-term,1.0,2,Tier 1,0,69.9,1,0,64.9,1.87,-4.5,22.5,0.8,615,89.3,8,1.8,96.2,82.3,0,3.6,23,8,air,1,1,0
Slovenia,Eastern Europe,0.82,65.0,0.6,58.0,0.0,0,0,76.8,1924,0,5,long-term,30.0,4,Tier 2,0,78.0,1,1,56.8,0.41,-1.3,20.8,4.4,620,87.7,7,1.7,93.8,72.1,0,10.8,32,9,sea,1,1,0
Latvia,Eastern Europe,0.59,57.5,0.5,60.0,0.0,0,0,65.2,2020,1,9,long-term,1.0,4,Tier 1,0,86.8,1,0,63.7,0.42,4.1,32.3,-0.5,606,89.5,3,0.9,97.4,79.2,0,0.0,17,13,air,0,1,0
Belarus,Eastern Europe,-0.73,42.5,0.4,31.0,0.0,1,0,48.6,2992,0,7,long-term,37.3,3,Tier 3,1,71.6,1,0,71.0,0.88,6.7,19.0,-1.4,748,87.9,18,2.5,98.2,66.8,0,10.0,19,6,sea,0,1,4
Germany,Western Europe,0.59,82.5,2.3,77.0,0.0,0,0,67.2,3339,0,3,spot,23.2,2,Tier 1,1,89.1,0,0,74.5,0.79,4.1,16.5,9.8,937,100.0,15,2.9,95.4,69.8,1,11.2,26,7,air,0,1,0
Latvia,Eastern Europe,0.59,57.5,0.5,60.0,0.0,0,0,66.1,3164,0,5,spot,37.0,2,Tier 1,2,75.4,1,0,76.2,1.31,3.6,38.8,12.0,390,82.3,9,2.1,87.0,82.5,0,14.7,20,9,land,0,1,1
Hungary,Eastern Europe,0.73,52.5,0.8,40.0,0.0,0,1,54.6,1697,0,8,long-term,24.1,3,Tier 2,1,59.1,0,0,69.6,0.74,2.4,13.5,15.7,418,84.2,11,0.6,92.7,78.1,0,10.0,36,15,land,0,1,3
Mongolia,East Asia,0.59,32.5,1.6,31.0,0.0,0,0,97.3,3252,0,4,spot,1.0,3,Tier 2,1,77.9,1,3,53.7,1.58,-2.9,30.2,-2.7,580,93.1,7,2.9,91.7,81.0,0,11.8,35,9,air,0,1,1
China,East Asia,-0.51,75.0,30.2,43.0,0.0,0,1,68.2,2755,0,7,long-term,9.0,1,Tier 1,1,77.3,1,3,70.0,0.0,-1.9,37.8,8.2,1224,99.4,10,5.8,93.1,68.2,0,1.8,16,3,land,0,1,3
Mongolia,East Asia,0.59,32.5,1.6,31.0,0.0,0,0,65.3,2678,0,6,spot,35.6,3,Tier 1,3,83.8,1,0,70.7,0.76,9.2,33.5,3.6,534,84.5,13,0.0,97.5,77.5,0,7.8,28,4,sea,0,1,1
"Macao SAR, China",East Asia,1.07,75.0,0.2,68.0,0.0,0,0,79.6,1532,0,9,long-term,1.0,3,Tier 1,1,81.1,1,2,89.9,0.73,1.8,27.1,4.4,699,87.9,7,2.0,93.4,72.4,2,12.3,29,1,sea,0,1,0
China,East Asia,-0.51,75.0,30.2,43.0,0.0,0,0,54.0,3875,0,7,long-term,14.9,4,Tier 2,2,70.9,0,0,63.2,0.59,5.7,32.9,5.5,609,95.7,10,0.2,91.0,77.3,0,4.3,25,8,sea,1,1,1
Japan,East Asia,0.95,80.0,7.4,71.0,0.0,0,0,55.9,3544,0,5,long-term,1.0,3,Tier 2,2,68.4,0,0,64.8,1.25,8.1,26.7,4.7,815,90.9,3,1.6,96.3,81.9,1,9.8,28,8,land,0,1,1
Ireland,Western Europe,0.9,62.5,0.8,76.0,0.0,0,0,82.3,1704,0,5,long-term,1.0,4,Tier 2,1,86.4,1,0,62.1,0.81,8.6,25.1,1.9,944,89.6,13,1.5,94.7,67.9,0,8.6,20,8,sea,0,1,0
China,East Asia,-0.51,75.0,30.2,43.0,0.0,0,0,81.2,2649,0,7,long-term,19.1,4,Tier 1,1,72.3,1,1,75.4,0.01,3.7,32.0,1.1,860,79.5,11,4.1,92.3,69.7,1,4.7,27,11,air,0,1,1
Ukraine,Eastern Europe,-1.43,35.0,1.9,36.0,100.0,0,0,95.8,3929,0,11,long-term,1.0,2,Tier 1,1,86.3,1,0,80.0,0.87,2.8,23.6,7.4,1174,92.2,25,0.7,92.9,71.8,0,0.0,32,2,land,0,1,1
Croatia,Eastern Europe,0.6,50.0,1.2,47.0,0.0,0,0,73.4,2865,0,11,long-term,10.7,4,Tier 1,1,82.3,1,0,54.6,0.1,5.8,39.0,15.7,457,98.3,20,1.3,99.9,79.7,1,10.7,37,12,sea,0,1,1
Japan,East Asia,0.95,80.0,7.4,71.0,0.0,0,0,57.7,2076,0,10,long-term,14.9,3,Tier 2,1,85.4,1,0,71.1,0.28,-1.6,27.8,7.7,5,96.3,9,0.0,97.7,73.9,0,11.1,21,7,land,0,1,0
"Macao SAR, China",East Asia,1.07,75.0,0.2,68.0,0.0,0,0,55.1,3024,0,9,long-term,13.8,4,Tier 1,3,63.8,1,0,67.2,0.55,3.9,34.3,1.5,455,94.2,2,1.1,100.0,68.2,1,10.7,29,13,land,0,1,0
Poland,Eastern Europe,0.56,62.5,1.9,53.0,0.0,0,0,53.1,2509,0,8,long-term,26.9,3,Tier 1,1,84.2,0,0,74.2,0.18,2.5,42.1,6.1,1129,98.4,6,1.6,96.3,64.8,0,3.9,23,10,sea,0,1,0
China,East Asia,-0.51,75.0,30.2,43.0,0.0,0,0,63.3,2914,0,5,long-term,16.7,4,Tier 2,2,89.5,1,1,82.0,0.75,3.7,13.1,9.9,464,96.6,13,2.4,96.9,76.3,0,13.6,30,9,land,0,1,1
"Macao SAR, China",East Asia,1.07,75.0,0.2,68.0,0.0,0,0,56.4,2773,0,7,long-term,27.3,3,Tier 1,1,71.7,1,0,68.7,0.0,-0.5,29.4,5.2,1353,97.3,13,0.5,90.5,77.9,0,5.4,29,11,land,0,1,0
Taiwan,East Asia,0.65,70.0,2.8,68.0,0.0,0,0,78.0,3328,1,5,long-term,8.0,3,Tier 3,2,81.9,1,0,61.7,0.3,-0.5,25.9,3.4,819,91.4,18,1.9,93.9,85.2,1,2.8,21,13,air,0,1,0
Spain,Western Europe,0.29,70.0,2.9,55.0,0.0,0,0,52.3,2209,0,10,long-term,10.3,4,Tier 2,2,96.7,1,1,78.0,1.21,2.0,22.0,2.1,554,80.7,8,1.2,92.1,74.8,1,6.8,26,6,land,0,1,0
China,East Asia,-0.51,75.0,30.2,43.0,0.0,0,0,70.2,3266,0,6,long-term,1.0,4,Tier 2,1,71.0,1,0,58.2,0.84,2.7,32.4,9.0,1103,92.9,19,2.2,95.0,76.3,1,6.4,29,6,land,0,1,1
"Macao SAR, China",East Asia,1.07,75.0,0.2,68.0,0.0,0,0,76.3,3243,0,9,long-term,1.0,4,Tier 2,1,73.0,1,0,79.3,0.94,5.1,26.7,3.7,936,93.9,10,5.8,85.5,72.6,0,1.1,36,10,sea,0,1,0
Taiwan,East Asia,0.65,70.0,2.8,68.0,0.0,0,0,73.5,4166,0,9,long-term,1.3,5,Tier 2,0,79.7,1,1,80.1,1.0,0.2,17.6,7.2,432,93.3,20,2.3,86.5,70.9,2,9.3,27,2,sea,1,1,1
Norway,Western Europe,0.89,72.5,0.5,81.0,0.0,0,0,70.2,2096,0,9,long-term,9.2,4,Tier 1,2,80.5,0,2,89.1,1.1,6.6,9.8,3.2,576,97.9,8,1.9,97.2,69.3,1,6.4,29,11,land,0,1,0
Germany,Western Europe,0.59,82.5,2.3,77.0,0.0,0,0,74.6,3306,0,7,long-term,7.0,3,Tier 3,2,81.3,0,1,65.6,0.51,-5.0,31.4,6.7,245,93.3,9,6.0,90.2,71.4,0,0.6,29,11,land,0,1,0
Netherlands,Western Europe,0.66,80.0,1.1,78.0,0.0,0,0,59.4,3121,0,7,long-term,1.0,2,Tier 3,2,86.9,1,1,68.1,0.71,0.4,11.7,3.2,1198,96.4,7,1.1,100.0,67.9,0,1.4,29,5,land,0,1,0
Czechia,Eastern Europe,0.97,50.0,1.2,59.0,0.0,0,0,68.6,2859,0,7,long-term,25.5,2,Tier 1,1,75.4,1,1,60.1,0.35,-0.6,21.9,4.4,799,87.1,13,2.2,95.8,72.7,2,9.2,28,15,land,0,1,0
Latvia,Eastern Europe,0.59,57.5,0.5,60.0,0.0,0,0,47.9,1845,0,9,long-term,21.8,2,Tier 3,0,89.2,1,0,60.5,0.0,8.8,27.8,-5.1,813,88.3,3,4.5,93.5,72.2,0,3.0,20,2,sea,0,1,0
Bulgaria,Eastern Europe,0.34,52.5,1.5,40.0,0.0,0,0,81.4,2722,0,10,long-term,18.7,2,Tier 1,1,78.6,1,1,74.3,0.05,9.9,32.8,22.5,1324,90.9,23,3.3,94.2,64.0,0,0.0,24,8,land,0,1,0
Serbia,Eastern Europe,-0.04,35.0,1.5,33.0,0.0,0,0,79.4,3675,0,8,long-term,1.0,2,Tier 2,1,62.0,1,0,50.3,0.0,8.2,27.2,8.3,1040,90.5,22,0.8,90.9,68.6,0,9.2,28,12,land,0,1,1
Norway,Western Europe,0.89,72.5,0.5,81.0,0.0,0,0,76.7,2812,1,6,spot,30.5,4,Tier 1,3,67.5,1,1,67.1,0.0,2.6,18.1,2.3,327,88.6,8,0.0,96.5,87.3,1,8.0,25,8,air,0,1,1
Denmark,Western Europe,0.85,77.5,0.4,89.0,0.0,0,0,46.0,2336,0,6,long-term,38.3,1,Tier 2,2,85.0,0,0,68.3,1.6,-1.7,24.3,8.1,486,93.1,11,1.7,92.4,78.2,0,3.3,24,6,land,0,1,1
France,Western Europe,0.34,70.0,5.8,66.0,0.2,0,0,74.3,3525,0,10,spot,11.2,3,Tier 1,1,81.0,1,0,70.5,1.01,-1.5,18.4,-1.2,1211,87.6,11,1.5,87.9,72.8,0,5.4,31,11,air,0,1,0
Taiwan,East Asia,0.65,70.0,2.8,68.0,0.0,0,0,56.4,3890,0,7,long-term,11.5,3,Tier 1,1,66.5,1,1,61.8,0.26,10.3,17.2,-5.6,871,89.6,12,2.2,99.4,85.2,2,6.3,29,9,sea,0,1,1
Denmark,Western Europe,0.85,77.5,0.4,89.0,0.0,0,0,80.0,1477,0,10,long-term,1.0,2,Tier 1,2,83.6,1,2,59.7,0.84,1.0,28.1,2.5,646,78.2,7,1.1,92.6,81.8,0,1.5,22,14,land,0,1,0
Cambodia,Southeast Asia,0.04,27.5,1.5,20.0,0.0,1,0,77.8,5121,0,6,spot,32.9,0,Tier 2,2,62.9,1,2,28.7,1.42,10.78087070691586,61.0,3.0,5,77.9,25,4.0,84.7,82.9,4,14.3,34,17,sea,0,2,4
Japan,East Asia,0.95,80.0,7.4,71.0,0.0,0,0,58.8,5486,0,2,spot,8.9,2,Tier 1,1,80.3,1,6,50.5,0.82,8.3,36.9,0.2,391,81.3,15,2.6,86.1,86.9,1,7.6,23,11,sea,0,2,4
Malaysia,Southeast Asia,0.17,65.0,4.8,52.0,0.0,0,1,39.1,5877,0,3,spot,25.7,1,Tier 2,6,56.5,1,4,52.2,1.31,7.8,56.0,0.2,5,71.4,14,5.7,88.3,84.9,2,11.6,17,15,air,0,2,3
Thailand,Southeast Asia,-0.28,67.5,5.8,33.0,0.4,0,0,29.8,6907,0,2,long-term,13.6,1,Tier 1,5,70.4,1,1,35.6,1.22,4.8,57.9,3.9,143,83.5,13,7.542790388465546,78.7,89.2,1,11.9,22,10,land,0,2,1
Malaysia,Southeast Asia,0.17,65.0,4.8,52.0,0.0,0,0,50.4,6134,0,1,long-term,32.3,0,Tier 2,2,72.4,1,3,48.2,0.68,11.2,32.3,0.9,5,84.9,24,7.077564922812805,85.7,94.3,2,15.1,13,14,air,0,2,3
"Hong Kong SAR, China",East Asia,0.67,75.0,0.8,76.0,0.0,0,0,59.4,5301,1,3,spot,24.1,2,Tier 3,5,51.6,0,3,39.6,0.64,9.2,51.6,5.7,5,83.1,6,3.4,88.3,75.9,1,4.5,12,14,sea,0,2,1
Belarus,Eastern Europe,-0.73,42.5,0.4,31.0,0.0,0,0,57.3,5732,1,6,spot,34.0,3,Tier 2,2,69.8,1,1,49.9,1.04,5.9,47.4,-0.7,50,75.2,31,4.210444144615719,83.2,89.7,0,14.0,14,16,land,0,2,2
Ecuador,South America,-0.34,42.5,3.4,33.0,2.5,0,0,57.2,4525,0,4,spot,28.1,2,Tier 3,1,69.1,1,2,45.7,1.31,5.8,37.1,-0.6,439,78.8,20,5.2,85.0,84.7,3,16.0,26,7,air,0,2,1
Croatia,Eastern Europe,0.6,50.0,1.2,47.0,0.0,1,0,57.1,5374,1,4,long-term,40.5,2,Tier 2,1,53.6,1,2,52.2,1.47,14.1,54.6,7.2,49,88.2,18,5.0,83.0,82.9,1,13.4,22,14,air,0,2,4
Mongolia,East Asia,0.59,32.5,1.6,31.0,0.0,0,1,64.9,5220,1,4,long-term,32.6,1,Tier 2,2,55.9,0,2,42.5,1.54,9.6,56.6,-1.6,596,81.2,24,4.7,80.2,82.7,1,11.5,24,16,sea,1,2,3
Malaysia,Southeast Asia,0.17,65.0,4.8,52.0,0.0,0,0,80.5,5442,0,2,long-term,45.5,2,Tier 3,1,62.3,0,0,43.4,1.98,14.1,56.7,1.4,181,81.7,23,4.4,85.8,76.6,0,11.3,27,11,sea,0,2,1
Myanmar,Southeast Asia,-2.13,55.0,4.2,16.0,19.8,1,0,53.4,5481,0,1,spot,28.8,1,Tier 2,3,63.6,0,1,49.0,0.9,3.8,61.6,3.5,105,74.2,19,3.9807560232122787,81.1,95.4,1,11.2,13,12,sea,0,2,4
Mongolia,East Asia,0.59,32.5,1.6,31.0,0.0,0,0,44.0,5029,0,2,long-term,45.1,1,Tier 1,1,73.5,0,1,47.1,1.08,6.4,50.8,-4.1,298,77.2,19,7.025256122496078,81.5,90.6,0,9.3,16,11,sea,0,2,2
Japan,East Asia,0.95,80.0,7.4,71.0,0.0,0,0,41.4,5525,0,3,spot,11.0,3,Tier 2,1,73.4,1,2,49.5,0.95,10.8,59.3,0.2,295,79.5,27,3.5,73.0,85.8,0,14.9,22,19,air,0,2,1
